aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
777;77W;ACC;AF8249,DL9372;DEP;N;False;D;KL0589;589;F4;F;143526937019492361;True;KL0589;KL;KLM;100.0;PHBVW;J;2.0;;2025-10-29 14:07:17.593000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:53:35+00:00;2025-10-29 12:50:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:05:00+00:00;;;
787;789;KIX;AF8437,SK6854;DEP;N;False;D;KL0867;867;E6;E;143526937019500423;True;KL0867;KL;KLM;100.0;PHBHL;J;2.0;;2025-10-29 13:52:37.257000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:38:15+00:00;2025-10-29 12:50:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:05:00+00:00;;;
737;73W;MRS;AF3183,DL9305,SK6750;DEP;S;False;D;KL1469;1469;C12;C;143526937019590781;True;KL1469;KL;KLM;100.0;PHBGM;J;1.0;;2025-10-29 13:52:54.078000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:39:14+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:35:00+00:00;;;
737;73W;MRS;AF3183,DL9305,SK6750;DEP;S;False;D;SK6750;6750;C12;C;143526938125860423;True;KL1469;SK;SAS;150.0;PHBGM;J;1.0;;2025-10-29 13:52:54.078000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:39:14+00:00;2025-10-29 13:05:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:35:00+00:00;;;
787;789;KIX;AF8437,SK6854;DEP;N;False;D;SK6854;6854;E6;E;143526938125863169;True;KL0867;SK;SAS;150.0;PHBHL;J;2.0;;2025-10-29 13:52:37.257000+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 13:38:15+00:00;2025-10-29 12:50:00+00:00;2025-10-29 13:20:00+00:00;2025-10-29 12:05:00+00:00;;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;6E3206;3206;D73;D;143526940044683321;True;KL1223;6E;IGO;5300.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;AM6277;6277;D73;D;143526935636961087;True;KL1223;AM;AMX;794.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;OSL;AM6429,DL9675,MF9707,MH5682,SK6684;ARR,EXP;S;False;A;AM6429;6429;;;143526935636966196;True;KL1200;AM;AMX;794.0;;J;2.0;2025-10-29 13:22:12+00:00;2025-10-29 16:05:24.165000+00:00;2025-10-29 13:22:00+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 14:06:24.727000+00:00;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;DL9540;9540;D73;D;143526936049588403;True;KL1223;DL;DAL;58.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;BLQ;DL9601,G35516,KQ1691,MF9347;DEP;S;False;D;DL9601;9601;D60;D;143526936049590847;True;KL1665;DL;DAL;58.0;PHBXK;J;1.0;;2025-10-29 13:54:46.719000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:40:24+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;OSL;AM6429,DL9675,MF9707,MH5682,SK6684;ARR,EXP;S;False;A;DL9675;9675;;;143526936049591372;True;KL1200;DL;DAL;58.0;;J;2.0;2025-10-29 13:22:12+00:00;2025-10-29 16:05:24.165000+00:00;2025-10-29 13:22:00+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 14:06:24.727000+00:00;;
380;388;DXB;QF8148,FI6000;DEP;N;False;D;EK148;148;G9;G;143526935466054907;True;EK148;EK;UAE;4913.0;A6EDN;J;3.0;;2025-10-29 14:37:57.826000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 14:19:59+00:00;;;;;;
380;388;DXB;QF8148,FI6000;DEP;N;False;D;FI6000;6000;G9;G;143526936315401361;True;EK148;FI;ICE;94.0;A6EDN;J;3.0;;2025-10-29 14:37:57.826000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 14:19:59+00:00;;;;;;
737;73H;DUB;;DEP;E;False;D;FR3007;3007;H4;H;143526936348832355;True;FR3007;FR;RYR;234.0;9HQEQ;J;3.0;;2025-10-29 13:51:40.648000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:33:12+00:00;;;;;;2025-10-29 13:40:00+00:00
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;G35505;5505;D73;D;143526936532716431;True;KL1223;G3;GLO;4918.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;BLQ;DL9601,G35516,KQ1691,MF9347;DEP;S;False;D;G35516;5516;D60;D;143526936532716507;True;KL1665;G3;GLO;4918.0;PHBXK;J;1.0;;2025-10-29 13:54:46.719000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:40:24+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;GA9374;9374;D73;D;143526936424415357;True;KL1223;GA;GIA;85.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
32S;32Q;ATH;;ARR,EXP;S;False;A;HV6868;6868;;;143526936641527738;True;HV6868;HV;TRA;164.0;;J;1.0;2025-10-29 13:27:02+00:00;2025-10-29 15:24:18.092000+00:00;2025-10-29 13:26:49+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 14:13:38+00:00;;
32S;32Q;HER;;ARR;S;False;A;HV6874;6874;;;143526936641527804;True;HV6874;HV;TRA;164.0;;J;1.0;2025-10-29 13:36:57+00:00;2025-10-29 15:20:28.416000+00:00;2025-10-29 13:36:35+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 14:16:28+00:00;;
32S;320;ALC;QR3781,IB5088;DEP;S;False;D;IB5088;5088;C6;C;143526936705126151;True;VY1376;IB;IBE;92.0;ECMEA;J;1.0;;2025-10-29 13:54:26.334000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:42:13+00:00;;;;;;
32S;320;BCN;QR4693,LA5750,IB5218;ARR,EXP;S;False;A;IB5218;5218;;;143526936705131108;True;VY8304;IB;IBE;92.0;;J;1.0;2025-10-29 13:02:29+00:00;2025-10-29 15:45:27.165000+00:00;2025-10-29 13:02:52+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 13:42:27.715000+00:00;;
737;73H;OSL;AM6429,DL9675,MF9707,MH5682,SK6684;ARR,EXP;S;False;A;KL1200;1200;;;143526937019584842;True;KL1200;KL;KLM;100.0;;J;2.0;2025-10-29 13:22:12+00:00;2025-10-29 16:05:24.165000+00:00;2025-10-29 13:22:00+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 14:06:24.727000+00:00;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;KL1223;1223;D73;D;143526937019584997;True;KL1223;KL;KLM;100.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;BLQ;DL9601,G35516,KQ1691,MF9347;DEP;S;False;D;KL1665;1665;D60;D;143526937019596249;True;KL1665;KL;KLM;100.0;PHBXK;J;1.0;;2025-10-29 13:54:46.719000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:40:24+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;KQ1115;1115;D73;D;143526937038323799;True;KL1223;KQ;KQA;208.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;BLQ;DL9601,G35516,KQ1691,MF9347;DEP;S;False;D;KQ1691;1691;D60;D;143526937038338073;True;KL1665;KQ;KQA;208.0;PHBXK;J;1.0;;2025-10-29 13:54:46.719000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:40:24+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
32S;320;BCN;QR4693,LA5750,IB5218;ARR,EXP;S;False;A;LA5750;5750;;;143526937117460498;True;VY8304;LA;LAN;2697.0;;J;1.0;2025-10-29 13:02:29+00:00;2025-10-29 15:45:27.165000+00:00;2025-10-29 13:02:52+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 13:42:27.715000+00:00;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;MF9303;9303;D73;D;143526937275283931;True;KL1223;MF;CXA;1551.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;BLQ;DL9601,G35516,KQ1691,MF9347;DEP;S;False;D;MF9347;9347;D60;D;143526937275284235;True;KL1665;MF;CXA;1551.0;PHBXK;J;1.0;;2025-10-29 13:54:46.719000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:40:24+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;OSL;AM6429,DL9675,MF9707,MH5682,SK6684;ARR,EXP;S;False;A;MF9707;9707;;;143526937275294890;True;KL1200;MF;CXA;1551.0;;J;2.0;2025-10-29 13:22:12+00:00;2025-10-29 16:05:24.165000+00:00;2025-10-29 13:22:00+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 14:06:24.727000+00:00;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;MH5667;5667;D73;D;143526937282384017;True;KL1223;MH;MAS;5065.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;OSL;AM6429,DL9675,MF9707,MH5682,SK6684;ARR,EXP;S;False;A;MH5682;5682;;;143526937282384154;True;KL1200;MH;MAS;5065.0;;J;2.0;2025-10-29 13:22:12+00:00;2025-10-29 16:05:24.165000+00:00;2025-10-29 13:22:00+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 14:06:24.727000+00:00;;
32S;32Q;SAW;;ARR;N;False;A;PC1253;1253;;;143526937679289890;True;PC1253;PC;PGT;139.0;;J;3.0;2025-10-29 13:46:01+00:00;2025-10-29 15:30:11.396000+00:00;2025-10-29 13:45:49+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 14:51:13.956000+00:00;;
380;388;DXB;QF8148,FI6000;DEP;N;False;D;QF8148;8148;G9;G;143526937829929111;True;EK148;QF;QFA;205.0;A6EDN;J;3.0;;2025-10-29 14:37:57.826000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 14:19:59+00:00;;;;;;
32S;320;ALC;QR3781,IB5088;DEP;S;False;D;QR3781;3781;C6;C;143526937874419155;True;VY1376;QR;QTR;356.0;ECMEA;J;1.0;;2025-10-29 13:54:26.334000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:42:13+00:00;;;;;;
32S;320;BCN;QR4693,LA5750,IB5218;ARR,EXP;S;False;A;QR4693;4693;;;143526937874517800;True;VY8304;QR;QTR;356.0;;J;1.0;2025-10-29 13:02:29+00:00;2025-10-29 15:45:27.165000+00:00;2025-10-29 13:02:52+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 13:42:27.715000+00:00;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;RO9302;9302;D73;D;143526938002458397;True;KL1223;RO;ROT;239.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;SK6645;6645;D73;D;143526938125857621;True;KL1223;SK;SAS;150.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
737;73H;OSL;AM6429,DL9675,MF9707,MH5682,SK6684;ARR,EXP;S;False;A;SK6684;6684;;;143526938125857914;True;KL1200;SK;SAS;150.0;;J;2.0;2025-10-29 13:22:12+00:00;2025-10-29 16:05:24.165000+00:00;2025-10-29 13:22:00+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 14:06:24.727000+00:00;;
32S;32Q;ARN;AM6277,DL9540,GA9374,G35505,KQ1115,MF9303,MH5667,RO9302,SK6645,SV6311,6E3206;DEP;S;False;D;SV6311;6311;D73;D;143526938167080719;True;KL1223;SV;SVA;151.0;PHAXB;J;1.0;;2025-10-29 14:01:46.514000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:50:59+00:00;2025-10-29 13:10:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:40:00+00:00;;;
32S;320;ALC;QR3781,IB5088;DEP;S;False;D;VY1376;1376;C6;C;143526938593883351;True;VY1376;VY;VLG;263.0;ECMEA;J;1.0;;2025-10-29 13:54:26.334000+00:00;;2025-10-29 13:40:00+00:00;2025-10-29 13:42:13+00:00;;;;;;
32S;320;BCN;QR4693,LA5750,IB5218;ARR,EXP;S;False;A;VY8304;8304;;;143526938594591970;True;VY8304;VY;VLG;263.0;;J;1.0;2025-10-29 13:02:29+00:00;2025-10-29 15:45:27.165000+00:00;2025-10-29 13:02:52+00:00;2025-10-29 13:40:00+00:00;;;;;2025-10-29 13:42:27.715000+00:00;;
EMJ;295;LJU;AF3135,DL9220;ARR,EXP;S;False;A;AF3135;3135;;;143526935610415876;True;KL1990;AF;AFR;80.0;;J;2.0;2025-10-29 14:00:32+00:00;2025-10-29 17:10:55.320000+00:00;2025-10-29 13:59:42+00:00;2025-10-29 13:45:00+00:00;;;;;2025-10-29 14:46:36.719000+00:00;;
EMJ;295;LJU;AF3135,DL9220;ARR,EXP;S;False;A;DL9220;9220;;;143526936049580040;True;KL1990;DL;DAL;58.0;;J;2.0;2025-10-29 14:00:32+00:00;2025-10-29 17:10:55.320000+00:00;2025-10-29 13:59:42+00:00;2025-10-29 13:45:00+00:00;;;;;2025-10-29 14:46:36.719000+00:00;;
737;73H;WAW;DL9275,KQ1366;ARR;S;False;A;DL9275;9275;;;143526936049580420;True;KL1314;DL;DAL;58.0;;J;2.0;2025-10-29 13:35:24+00:00;2025-10-29 16:16:45.167000+00:00;2025-10-29 13:35:07+00:00;2025-10-29 13:45:00+00:00;;;;;2025-10-29 14:16:45.704000+00:00;;
737;73H;WAW;DL9275,KQ1366;ARR;S;False;A;KL1314;1314;;;143526937019587662;True;KL1314;KL;KLM;100.0;;J;2.0;2025-10-29 13:35:24+00:00;2025-10-29 16:16:45.167000+00:00;2025-10-29 13:35:07+00:00;2025-10-29 13:45:00+00:00;;;;;2025-10-29 14:16:45.704000+00:00;;
EMJ;295;LJU;AF3135,DL9220;ARR,EXP;S;False;A;KL1990;1990;;;143526937019604674;True;KL1990;KL;KLM;100.0;;J;2.0;2025-10-29 14:00:32+00:00;2025-10-29 17:10:55.320000+00:00;2025-10-29 13:59:42+00:00;2025-10-29 13:45:00+00:00;;;;;2025-10-29 14:46:36.719000+00:00;;
737;73H;WAW;DL9275,KQ1366;ARR;S;False;A;KQ1366;1366;;;143526937038329646;True;KL1314;KQ;KQA;208.0;;J;2.0;2025-10-29 13:35:24+00:00;2025-10-29 16:16:45.167000+00:00;2025-10-29 13:35:07+00:00;2025-10-29 13:45:00+00:00;;;;;2025-10-29 14:16:45.704000+00:00;;
32S;319;FRA;;DEP;S;False;D;LH993;993;B17;B;143526935492011507;True;LH993;LH;DLH;112.0;DAIBD;J;1.0;;2025-10-29 13:56:31.505000+00:00;;2025-10-29 13:45:00+00:00;2025-10-29 13:47:09+00:00;2025-10-29 13:23:00+00:00;2025-10-29 13:40:00+00:00;2025-10-29 13:05:00+00:00;;;
330;333;IST;;DEP;N;False;D;TK1958;1958;G5;G;143526938264047299;True;TK1958;TK;THY;166.0;TCLNG;J;3.0;;2025-10-29 14:02:06.875000+00:00;;2025-10-29 13:45:00+00:00;2025-10-29 13:45:53+00:00;2025-10-29 13:00:00+00:00;2025-10-29 13:25:00+00:00;2025-10-29 12:45:00+00:00;;;
220;223;CDG;AM5839,DL8376,KL3601,MK9502;ARR,EXP;S;False;A;AF1650;1650;;;143526935610227092;True;AF1650;AF;AFR;80.0;;J;2.0;2025-10-29 13:22:51+00:00;2025-10-29 15:08:47.412000+00:00;2025-10-29 13:23:34+00:00;2025-10-29 13:50:00+00:00;;;;;2025-10-29 14:19:58.931000+00:00;;
220;223;CDG;AM5839,DL8376,KL3601,MK9502;ARR,EXP;S;False;A;AM5839;5839;;;143526935636875916;True;AF1650;AM;AMX;794.0;;J;2.0;2025-10-29 13:22:51+00:00;2025-10-29 15:08:47.412000+00:00;2025-10-29 13:23:34+00:00;2025-10-29 13:50:00+00:00;;;;;2025-10-29 14:19:58.931000+00:00;;
220;223;CDG;AM5839,DL8376,KL3601,MK9502;ARR,EXP;S;False;A;DL8376;8376;;;143526936049481854;True;AF1650;DL;DAL;58.0;;J;2.0;2025-10-29 13:22:51+00:00;2025-10-29 15:08:47.412000+00:00;2025-10-29 13:23:34+00:00;2025-10-29 13:50:00+00:00;;;;;2025-10-29 14:19:58.931000+00:00;;
737;73H;LIN;DL9446;ARR,EXP;S;False;A;DL9446;9446;;;143526936049585676;True;KL1598;DL;DAL;58.0;;J;2.0;2025-10-29 13:33:53+00:00;2025-10-29 15:12:42.157000+00:00;2025-10-29 13:33:43+00:00;2025-10-29 13:50:00+00:00;;;;;2025-10-29 14:40:25.819000+00:00;;
32S;32N;MAN;;DEP;N;False;D;EJU7851;7851;H3;H;143526962572520553;True;EJU7851;EC;EJU;5151.0;OELSA;J;3.0;;2025-10-29 14:04:09.092000+00:00;;2025-10-29 13:50:00+00:00;2025-10-29 13:52:37+00:00;;;;;;2025-10-29 13:50:00+00:00
737;73H;LIN;DL9446;ARR,EXP;S;False;A;KL1598;1598;;;143526937019593738;True;KL1598;KL;KLM;100.0;;J;2.0;2025-10-29 13:33:53+00:00;2025-10-29 15:12:42.157000+00:00;2025-10-29 13:33:43+00:00;2025-10-29 13:50:00+00:00;;;;;2025-10-29 14:40:25.819000+00:00;;
220;223;CDG;AM5839,DL8376,KL3601,MK9502;ARR,EXP;S;False;A;KL3601;3601;;;143526937019798408;True;AF1650;KL;KLM;100.0;;J;2.0;2025-10-29 13:22:51+00:00;2025-10-29 15:08:47.412000+00:00;2025-10-29 13:23:34+00:00;2025-10-29 13:50:00+00:00;;;;;2025-10-29 14:19:58.931000+00:00;;
220;223;CDG;AM5839,DL8376,KL3601,MK9502;ARR,EXP;S;False;A;MK9502;9502;;;143526937294031014;True;AF1650;MK;MAU;2867.0;;J;2.0;2025-10-29 13:22:51+00:00;2025-10-29 15:08:47.412000+00:00;2025-10-29 13:23:34+00:00;2025-10-29 13:50:00+00:00;;;;;2025-10-29 14:19:58.931000+00:00;;
220;223;CDG;AM5802,DL8373,GA9542,KL2013,MK9501,UU8741;DEP;S;False;D;AF1741;1741;C10;C;143526935610229759;True;AF1741;AF;AFR;80.0;FHPNT;J;1.0;;2025-10-29 14:03:06.151000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:51:03+00:00;;;;;;
EMJ;E90;LYS;DL8548,KL2388;DEP;S;False;D;AF1797;1797;B1;B;143526935610230141;True;AF1797;AF;AFR;80.0;FHBLE;J;1.0;;2025-10-29 14:05:32.957000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:59:27+00:00;2025-10-29 13:15:00+00:00;2025-10-29 13:40:00+00:00;2025-10-29 13:10:00+00:00;;;
330;333;DTW;AF5600,KL6120,VS3959;DEP;N;False;D;AF5600;5600;D3;D;143526935610631947;True;DL0137;AF;AFR;80.0;N811NW;J;2.0;;2025-10-29 14:09:56.866000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:57:54+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 12:25:00+00:00;;;
220;223;CDG;AM5802,DL8373,GA9542,KL2013,MK9501,UU8741;DEP;S;False;D;AM5802;5802;C10;C;143526935636875681;True;AF1741;AM;AMX;794.0;FHPNT;J;1.0;;2025-10-29 14:03:06.151000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:51:03+00:00;;;;;;
330;333;DTW;AF5600,KL6120,VS3959;DEP;N;False;D;DL0137;137;D3;D;143526936048665637;True;DL0137;DL;DAL;58.0;N811NW;J;2.0;;2025-10-29 14:09:56.866000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:57:54+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 12:25:00+00:00;;;
220;223;CDG;AM5802,DL8373,GA9542,KL2013,MK9501,UU8741;DEP;S;False;D;DL8373;8373;C10;C;143526936049481849;True;AF1741;DL;DAL;58.0;FHPNT;J;1.0;;2025-10-29 14:03:06.151000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:51:03+00:00;;;;;;
EMJ;E90;LYS;DL8548,KL2388;DEP;S;False;D;DL8548;8548;B1;B;143526936049487113;True;AF1797;DL;DAL;58.0;FHBLE;J;1.0;;2025-10-29 14:05:32.957000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:59:27+00:00;2025-10-29 13:15:00+00:00;2025-10-29 13:40:00+00:00;2025-10-29 13:10:00+00:00;;;
EMJ;295;OPO;DL9383,G35605,SK6767;ARR,EXP;S;False;A;DL9383;9383;;;143526936049583228;True;KL1572;DL;DAL;58.0;;J;2.0;2025-10-29 13:32:22+00:00;2025-10-29 16:12:12.177000+00:00;2025-10-29 13:32:20+00:00;2025-10-29 13:55:00+00:00;;;;;2025-10-29 14:17:12.715000+00:00;;
737;7M8;AGP;;DEP;S;False;D;FR2335;2335;M1;M;143526936348739481;True;FR2335;FR;RYR;234.0;EIIGG;J;3.0;;2025-10-29 14:26:05.150000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 14:10:16+00:00;;;;;;2025-10-29 13:55:00+00:00
EMJ;295;OPO;DL9383,G35605,SK6767;ARR,EXP;S;False;A;G35605;5605;;;143526936532719168;True;KL1572;G3;GLO;4918.0;;J;2.0;2025-10-29 13:32:22+00:00;2025-10-29 16:12:12.177000+00:00;2025-10-29 13:32:20+00:00;2025-10-29 13:55:00+00:00;;;;;2025-10-29 14:17:12.715000+00:00;;
220;223;CDG;AM5802,DL8373,GA9542,KL2013,MK9501,UU8741;DEP;S;False;D;GA9542;9542;C10;C;143526936424420607;True;AF1741;GA;GIA;85.0;FHPNT;J;1.0;;2025-10-29 14:03:06.151000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:51:03+00:00;;;;;;
EMJ;295;OPO;DL9383,G35605,SK6767;ARR,EXP;S;False;A;KL1572;1572;;;143526937019593578;True;KL1572;KL;KLM;100.0;;J;2.0;2025-10-29 13:32:22+00:00;2025-10-29 16:12:12.177000+00:00;2025-10-29 13:32:20+00:00;2025-10-29 13:55:00+00:00;;;;;2025-10-29 14:17:12.715000+00:00;;
220;223;CDG;AM5802,DL8373,GA9542,KL2013,MK9501,UU8741;DEP;S;False;D;KL2013;2013;C10;C;143526937019680753;True;AF1741;KL;KLM;100.0;FHPNT;J;1.0;;2025-10-29 14:03:06.151000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:51:03+00:00;;;;;;
EMJ;E90;LYS;DL8548,KL2388;DEP;S;False;D;KL2388;2388;B1;B;143526937019689495;True;AF1797;KL;KLM;100.0;FHBLE;J;1.0;;2025-10-29 14:05:32.957000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:59:27+00:00;2025-10-29 13:15:00+00:00;2025-10-29 13:40:00+00:00;2025-10-29 13:10:00+00:00;;;
330;333;DTW;AF5600,KL6120,VS3959;DEP;N;False;D;KL6120;6120;D3;D;143526937020088783;True;DL0137;KL;KLM;100.0;N811NW;J;2.0;;2025-10-29 14:09:56.866000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:57:54+00:00;;2025-10-29 13:35:00+00:00;2025-10-29 12:25:00+00:00;;;
220;223;CDG;AM5802,DL8373,GA9542,KL2013,MK9501,UU8741;DEP;S;False;D;MK9501;9501;C10;C;143526937294031013;True;AF1741;MK;MAU;2867.0;FHPNT;J;1.0;;2025-10-29 14:03:06.151000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:51:03+00:00;;;;;;
32S;32N;CPH;;DEP;S;False;D;SK548;548;C8;C;143526935518542367;True;SK548;SK;SAS;150.0;SERUB;J;1.0;;2025-10-29 13:56:27.901000+00:00;;2025-10-29 13:55:00+00:00;2025-10-29 13:47:48+00:00;;;;;;
